,text,class
505,"sekali lagi ada yang bilang 

“aku lebih suka denger pendapat cowo sih  karena  cowo lebih logis” 

“biasalah kita kan cewe kan lebih emosional  cowo lebih rasional”

gue CEKOKIN esofagusnya pake teh sisri jasmine seliter",1
506,"Today we secured a total of 100 flour bags to distribute to the refugee families who are in the grips of the food shortage like the rest of the Gaza strip.

We are grateful for your continued support.",1
507,"People these days are starting to realize that it takes a lot more than ""rezeki nomplok"" to raise a family and that's good. No more ""lebih banyak anak, lebih banyak rezeki"" bullshit mindset.",1
508, apa mungkin kesalip sama angka hts ,1
509,this is so harrowing. congolese and sudanese women are being subjected to the most vile forms of violence and subjugation. we need to do everything we can to stop this.,1
510,A touching video from Congo  ,1
511,"Izinkan saya berbagi dengan Anda kisah saya, semoga keadilan masyarakat dapat membantu saya mendapatkan kembali anak-anak saya.

A thread",1
512,I don’t know how anyone can watch this and then give a singular fuck about AOC’s feelings.,1
513,A mother looks for her missing son after the bombing of their house.,1
514,DO NOT!! CORRELATE IROH TO THAT DEMON BABY PLEAASSEEEEEEEE IM BEGGING YOU ,1
515,,1
516,"Another ai artist account, however this one has way more followers AND doesn't have ai in their bio. SO they're just scamming people. please spread the word.",1
517,"Israel is not a safe place for Muslims.
Israel is not a safe space for Jews.
Israel is not a safe space for children.
Israel is not a safe place for people with dark skin.
Israel is not a safe place for anybody.

Israel should not exist.",1
518,"See for yourself what the Israeli police did to a Jewish child.

Israel oppresses Jews. Jews live under oppression in Israel just because they are not Zionists.",1
519,"Palestinian women in Gaza are using tent scraps for their periods because there’s no menstrual products, they’re giving birth under inhumane conditions and can’t even lactate to feed their babies due to the stress of the conditions they’re living in",1
520,Happy Women’s History Month!,1
521,"Reminder that these are real people, not characters, or numbers. REAL like you and me",1
522,"Israel bombed this mans house in Lebanon as he was live on TikTok. 

Zionists have no mercy.",1
523,"malam ini 5 orang relawan dari Indonesia berangkat termasuk umi sender, minta doanya ya semua! terima kasih ",1
524,We must not be silent about the atrocities happening in Congo.,1
525,Nangis smpe pusing fr fr https://x.com/ghiblipicture//ghiblipicture/status/1764079502076911834…,1
526,"Israel treats its holocaust survivor citizens abysmally. They're mostly poor and have to scavenge from almost rotten vegetables to afford them and feed themselves. Here's a video of it, including an anonymous interview:",1
527,I'm so sick of politicians man tf,1
528,Warganya:                         Pejabatnya:,1
529,I'm so over this semester bro,1
530,I have a fear of accidentally parking wrong and my car ends up on bifess,1
531,"presiden terkorup seDUNIA + diktator kejam + pembunuh massal + penculik + kejahatan2 lainnya = pahlawan nasional….

the math isn’t mathing",1
532,Partai Golkar Setuju Jika Soeharto Jadi Pahlawan Nasional http://dlvr.it/T3PNpM,1
533,“chaotic incident” is a very interesting way of saying “mаssacre”,1
534,"At least 100 killed and 700 injured in chaotic incident where IDF opened fire as people waited for food in Gaza, Palestinian officials say
https://cnn.com/middleeast/live-news/israel-hamas-war-gaza-news-02-29-24/h_c09b6821c90a21b059bc5baf5622b28c?Date=20240229&Profile=CNN&utm_content=1709211649&utm_medium=social&utm_source=twitter…",1
535,they fired at them for trying to get FOOD. what the actual hell???,1
536,"Tears, Sorrow, blood and suffering is the situation in Eastern Congo. To live and not get killed, people are dwelling among dense shrubs and forests. Millions of people have died and the Congolese genocide is still going on. 

There is an ongoing genocide in Congo 
There is an…",1
537,Israel have just targeted citizens waiting for humanitarian aid in Gaza… this is one of the worst war crimes in modern history…,1
538,they fired at them for trying to get FOOD. what the actual hell???,1
539,"Tears, Sorrow, blood and suffering is the situation in Eastern Congo. To live and not get killed, people are dwelling among dense shrubs and forests. Millions of people have died and the Congolese genocide is still going on. 

There is an ongoing genocide in Congo 
There is an…",1
540,Israel have just targeted citizens waiting for humanitarian aid in Gaza… this is one of the worst war crimes in modern history…,1
541,It's giving Hannah Baker telling people to go away and get depressed when people do so,1
542, aku suka sama dia dari 2022 hehehehe,1
543,so many historical monuments and religious sites were destroyed….and they’re gone forever. Where is the outrage that y’all (world leaders and rich people) had for Notre Dame,1
544,"The same place, before & after Israel’s ongoing genocide of Gaza",1
545," kementrian kesehatan mengabarkan bahwa ada 4 bayi meninggal & 7 lainnya kritis di RS Kamal Idwan dikarenakan kelaparan & malnutrisi.

KEEP TALKING ABOUT  YAA BESTIE ",1
546,136 hours working what is essentially legalized slave labor and some of you can’t even do as little as share a tweet or boycott a garbage fast food restaurant,1
547,"An inmate in a California state prison donated $17.74 to Gaza. 

He worked 136 hours for this.",1
548,Calling bro boring cause he dont drink or do drugs is crazy,1
549,50 women vs Nardo Wick.,1
550,Basically this,1
551,"“Stop killing children”

“That’s antisemitic”

I have no fucking words anymore.",1
552,"When my dad hurt my mom, she went to a cleric. He was supportive of her at first but then he suddenly went ""at least he didn't murder you"" AND I'M??? HELLO??? THE BAR IS IN FUCKING HELL NO WONDER A LOT OF WOMEN PREFER TO STAY SINGLE THESE DAYS TF",1
553,"I hate to be that person, but this is literally the bare minimum.

he was SUPPOSED to do that. x.com/TheFigen_/stat…",1
554,Barusan gw nemu bocil smp triceng udh gitu 2nya ngerokok di jalan anjrt ew,1
555,the incels on this app just want a slave,1
556,Is this true???,1
557,"Comments are crazy bc Aang’s entire culture was wiped out by the fire nation, along with half of the southern water tribe’s population, of course he’d be pro-palestine.",1
558,palestine will be free,1
559,People are waking up ,1
560,A two-month-old baby boy. https://x.com/QudsNen/status/QudsNen/status/1761316259059159133…,1
561,"Indonesian military forces torture these Papuan boys and treat them like animals continuously dehumanizing them. If Indonesia supports wholeheartedly the Palestinian cause for liberation against the zionist entity, they are doing the same thing Israel does to West Papuans. https://x.com/VeronicaKoman//VeronicaKoman/status/1760978736617603131…",1
562,anD IT WORKED,1
563,"Miguel was intentionally meant to be a thirst trap in ‘ACROSS THE SPIDER-VERSE’.

(Source: https://collider.com/spider-man-across-the-spider-verse-miguel-ohara-thirst-trap/…)",1
564,"sebagai orang yg pegang prinsip no sex before marriage, jujur, jatuhin perempuan lain kayak begini tuh engga bgt

kita engga pernah tahu perempuan2 tsb dulunya dimanipulasi, dipaksa/diancam, korban pemerkosaan/SA, atau bisa aja skrg udah benar2 tobat",1
565,WKWKW ini cewe knp dah anjink hobi bener ngurusin meki orang  x.com/vertigoww/stat…,1
566,SOBBING CRYING SHITTING AAAAAAAA MY BELOVEDS ,1
567,"I'm delusional, but Lumi gives Childe his vision back IN PERSON 1/2

#chilumi #genshinimpact #childe #lumine #tartaglia #viria #art",1
568,"this account is all AI and has lots of likes, please block! I almost fell for it.",1
569,#原神 #Lumine #蛍 #GenshinImpact,1
570,remember this bitch is a zionist and was proud of it,1
571,"Clock in, baby get to work…  “Love On” is OUT NOW! 

https://SelenaGomez.lnk.to/LoveOn",1
572,Semuanya harus tau I drove a lot today and I am still breathing,1
573,Stop Genocide ongoing in Congo  ,1
574,Can we agree Meet the Robinson has a  perfect ending that makes u tear up,1
575,"Your first ""Frequently Used"" GIF is your reaction to someone insulting you

WKAWOKAOAKW",1
576,Your first “Frequently Used” GIF is your reaction to someone insulting you  x.com/sacredricefiel…,1
577,Bisa aja tapi gw g kebayang panas2an ngerjain comserv pake bomber jacket pula ,1
578,Bisa gak sih [cm] Almet tiap Univ. di Indonesia diganti jadi jaket varsity aja biar lebih kerenan dan bisa dibawa kemana² ,1
579,"Watched Avatar The Last Airbender's first episode.. As an avid fan of ATLA the cartoon, uh.. I can say it's much better than the 2010 movie but it's not exactly... good. They removed the main characters' main flaws that leads to their development. They removed Sokka and Katara's",1
580,"That even I, who rewatches the original a lot go ""hah? Wat?"". I can't say whether it's a good watch to those who haven't seen the animated version bc I study the shit out of it a lot but when someone says ""should I watch the live action first?"" I'd say ""NO""
PLS STICK WITH THE",1
581,ANIMATION IT'S SO GOOD I PROMISE YOU CAN STUDY A LOT FROM THE WORLD BUILDING TO THE WAY THEY WRITE ITS CHARACTERS PLSPLSPSLSLS,1
582,"Remember, this is what we are fighting for.",1
583,Blessing your timeline from Gaza,1
584,COK GW TAKUT BGT COK BESOK LOMBA DI ANGGREK AAAAAA,1
585,Already feeling like i wanna pee,1
586,REMINDER THAT IT IS MORE THAN JUST PALESTINE,1
587,This sort of mentality reeks of privilege and selfishness https://x.com/CrestedThunder/CrestedThunder/status/1759673050021175681…,1
588,"Tau nggak #artidn kalo kita bisa ""nipu"" genAI biar gak pake karya kita?

Nama alatnya Glaze, dibuat oleh mahasiswa dan profesor Fakultas Computer Science Universitas Chicago + berkolaborasi dgn artist-artist internasional.

Apa sih Glaze itu? Gimana cara pakenya?",1
589,Bentar mau cek ada artist indonesia nggak x.com/JonLamArt/stat…,1
590,I think this should be on your timeline every now and then. https://x.com/fatimazsaid/st/fatimazsaid/status/1722443017733198097…,1
591,now you guys cant say 'mr krabs wouldnt support palestine' cause LOOK AT THIS,1
592,"Reminder that Palestine used to have their own IRL Krusty Krab. 

The Palestanians loved your most popular show and yet you stand with the people hurting them?",1
593,"Imagine thinking THIS is a flex. 
My god they’re all so impressively pathetic.",1
594,"A 6 year old boy in Gaza attempted suicide after his entire family was martyred, and later died from hypothermia.",1
595,My insomnia is getting worse. I sleep above 3 AM. I haven't slept for 8 hours in like... 3 months. My brain is messed up. I feel soulless in the daytime. I hear someone crying at night sometimes. It feels like my brain is slowly disintegrating.,1
596,Mau jg,1
597,"waiting for ppl to discover that 'shipping' means ""i am interested in the dynamic of these two characters and want to think about it more in my free time"" not ""i am basing my entire understand of love, relationships and morality on this dynamic and these characters""",1
598,I like it when the girl child looks more like the dad and the boy child more like the mom like a switcharoo,1
599,ship dynamic (?),1
600,Making image/video/audio with Generative AI needs to be outlawed this instant.,1
601,"This is wild.

OpenAI just dropped Sora that generate AI video just from text.

The Videos look insane.

1. Chinese New Year Dragon",1
602,Children are protesting for the right to live. Yes you read that right. I’m sick of this world.,1
603,"Children in Gaza are seeking an end to the massacres perpetrated against them and a return to their schools, from which they have been deprived for over four months. They want to halt this insane war and live freely like children around the world,",1
604,"daripada kita ngehype artis kaya yang memang udah punya suara, mending kita fokusin dukungan ke orang-orang dari golongan tertentu yang LEBIH pantas mendapatkan dukungan.",1
605,"THE LEGEND 

 Maju tanpa partai
 Ga kampanye gede2an
 Pose berbeda di kertas suara",1
606,"Showed this to my friends in my dkv class today. 1 muslim, 2 buddhists and 1 catholic. We prayed for a different president candidate desperately LIKE PLSPSLPSLSS IF THEY WIN, IT'S SO OVER FOR US ARTISTS ",1
607,"NOTHING SCREAMS ""BHINNEKA TUNGGAL IKA"" LIKE PRAYING WITH FRIENDS OF DIFFERENT RELIGIONS FOR THE SAKE OF OUR NATION RAAHHHHHH ",1
608,Israel went from denying it ever attacked hospitals to posting pictures of them taking hospital workers hostage,1
609,"Israel's military released a photo of kidnapped medical workers and elderly patients at the Red Crescent's Al Amal Hospital, claiming that they are ""terrorists"".",1
610,Lu anak soshum + anak sastra + illustrator + lagi belajar design + kaum menengah kebawah + perempuan + bentar lagi harus jadi tulang punggung keluarga + ga punya ordal =,1
611,Wkwkwkw anjggg anjg gimana nasib designer ama ilustrator anjg wkwkwkwkwk aahahhhh anjeng takut bgt gue goblok,1
612,"Prabowo did not send a hospital ship to Gaza, INDONESIA DID. PRABOWO TRIED TO NORMALIZE RELATIONS WITH ISRAEL.  Prabowo talks about the genocide in Gaza as a ""war"" and says ""Gaza is weak"" hence why they are attacked by israel. Pro-palestine prabowo supporters are you happy now?",1
613,"sejauh ini, kelompok yang lagi ketar ketir membayangkan hidupnya ke depan:
- perempuan
- creative workers
- academics & researchers (esp. social)

feel free to add",1
614,"Baru kali ini gue setuju sama ortu (terutama bokap) karna biasanya gue suka cekcok sama dia. 

Setidaknya dia aware tentang “kesejahteraan perempuan” sampe bilang, “kalau 02 kepilih, gak kebayang nasib perempuan di indonesia bakalan seperti apa..” anj gw pen nangis.",1
615,My worst fear is someone I know catching me in my deepest delulu state (playing character AI) in campus,1
616,I drove along to Epic soundtrack teruS DEPAN GW ADA MOBIL ODYSSEY AND I WAS LIKE >:OOOO ODYSSEUS????????,1
617,"""U probably talk shit on ur priv""

Literally",1
618,"""u probably talk shit on your priv""  x.com/rosescrs/statu…",1
619,A world where we get the whole trolls movie but it’s just the animator’s acting references,1
620,Here is another reference comparison from Trolls: Band Together. Such fun characters to animate! #Trolls #animation @DW_Animators,1
621,you see a bunch of dead bodies and a girl hanging with her lower limbs blown off and go back to normal life how????,1
622,Hope you enjoyed the Super Bowl..,1
623,fixed the headline for you ,1
624,"BREAKING: Health officials say more than 12,300 Palestinian minors have been killed in Israel's war on Hamas in Gaza https://apnews.com/article/israel-hamas-war-news-02-12-2024-4ade5edf47711c6b0c13d1380980de2b?taid=65c9f48be58ebf0001ba109b&utm_campaign=TrueAnthem&utm_medium=AP&utm_source=Twitter…",1
625,"disney supports genocide. 

disney supports genocide. 

disney supports genocide. 

disney supports genocide. 

disney supports genocide. 

disney supports genocide. 

disney supports genocide. 

disney supports genocide. 

disney supports genocide. 

disney supports genocide.",1
626,"I just saw a child whose legs were shredded into ropes of gore, hanging from the rubble of a bombed building. I’ve seen some evil shit on this app but to tweet this after tonight’s massacre in Rafah…",1
627,Just like we drew it up.,1
628," Israel just bombed a refugee camp in Rafah… this is the worst war crime in modern history 

THIS IS A GENOCIDE…",1
629,shes not far off from her goal please donate if you can!,1
630,"Hey everyone...

I'm terrified for my family's situation so I set up a fundraiser if anyone would like to help us with our surgeries and situation.

It would mean the world if you took a look, considered donating, and shared with friends.

I love you all ",1
631,"Happy Lunar New Years!!! It's the year   of the dragon this year hehe, specifically wood dragon! Here is a Collab illust with Nippon Club and my last ever greeting card  It has been nice working w Nippon Club 

#HappyLunarNewYear2024 #illust #イラスト",1
632,"02 nggak mau bayar illustrator lokal

Memang kalian yakin akan dibantu makanan gratis?
Support yang kerja tangan lokal saja tidak mau ",1
633,"Menolak Lupa
""makan siang & Lulk Gratis""  x.com/SoundOfYogi/st…",1
634,Eurovision has taught me that war crimes don't matter except when the victims are white ,1
635,"I miss taking care of little children. I used to take care of my little cousins since I was like 7 or so. They're all teenagers now. Man, I'm old.",1
636,Dancing while starving people to death.,1
637,"Israeli protesters have once again stopped aid trucks from entering the besieged Gaza Strip, where hundreds of thousands of Palestinians face an acute risk of famine, according to the UN
https://pulse.ly/coqycblfud",1
638,For those who need to hear it said by a white man:,1
639,"""I have never experienced anything like I experienced in Gaza...""

This doctor spent two weeks over Christmas working in the European Hospital in Khan Younis with the charity IDEALS, helping treat people with severely traumatic wounds.

This is what Andy Ferguson saw.",1
640,GUWE LULUSSSSS!!!!!!!!!! AAAAAAAAAAAAAAAA I DONT CARE THAT I BARELY PASSED I STILL PASSED!! I SURVIVED ANIPRO!!!!!!,1
641,NUH UH WHAT???????,1
642,infuriating how the rest of the world is leaving gaza to die,1
643,"“Rafah is under attack…”
“Seriously what should we do more?”

-Bisan’s two updates today. Nothing changed and the genocide continues day by day she says. ",1
644,"You’ve killed 11,500 children",1
645,We will dance again ,1
646,"Ngakak 
Gw sampe lupa dia dyslexic jg help ",1
647,Ya allah...,1
648,"Hey everyone...

I'm terrified for my family's situation so I set up a fundraiser if anyone would like to help us with our surgeries and situation.

It would mean the world if you took a look, considered donating, and shared with friends.

I love you all ",1
649,BABIES. FUCKING BABIES.,1
650,"Announcing our roster of artists and what days they will be streaming! 
Come to the streams this February 3rd and 4th to raise money for a good cause and for a chance to get your request drawn! :D",1
651,"This #Feboardary we'll be hosting two charity streams for Palestine! 

Come join us as we play games and take drawing requests.

We will be raising money for ",1
652,Ya Allah if romance is destined to never happen to me tolong diganti sama karir dan gaji yg lebih ya amin amin amin,1
653,from bisan ,1
654,"I WILL LISTEN TO HIM, LEARN HOW TO DRAW FLOWERS, AND DRAW HIS FAVORITE FLOWERS!!!",1
655,"nanami as a florist, will be the softest thing ever. he's going to share his knowledge about flowers and the meaning of them and you will just stare at him because he looks so good while explaining them.",1
656,"AUTHORS ARE BEING THREATENED WITH LEGAL ACTION FOR SUPPORTING PALESTINE. THE AUTHOR OF IRON WIDOW—XIRAN JAY ZHAO—IS BEING PUNISHED WITH THEIR BOOK WITHHELD.

THEIR OWN PUBLISHER IS THREATENING THEM NOW. PLEASE SPREAD AWARENESS.",1
657,Serving me legal papers to try and intimidate me into silence instead of just giving me the edits is....wild,1
658,"Malaysian and Indonesian kids were taught about the truth of Palestine for a long time

But for everyone who just discovered this from the October 7th incident and decided to support Palestine, it's completely fine! We're on the right side and we should be proud of it.",1
659,"To the people who said that the genocide only started since October 7th, here's a comic from Ana Muslim that I got in 2016. This comic was first published in 2010 and the one I have is printed in 2014. 

(translation in alt)",1
660,your parents house have everything you need except peace.,1
661,"“do you remember when”

me:",1
662,"Maaf banget lama ehheheheheheh 
@Jooheon_JKT48",1
663,"putting this on your timeline. humanize palestinians. they are some of the sweetest, bravest, and most amazing people.",1
664,Gaza is Resilient: No circumstance imposed is capable of taking a Gazan's  humanity away from them.,1
665,"A message from a doctor in Khan Younis, Gaza.",1
666,Gw abis (somewhat) kelar anipro,1
667,WE MADE IT TO FRIDAY EVERYBODY!!!,1
668,I self proclaim myself as a patient person because I chose not to slam my table when a small part of my model's rigging disappeared somewhere in the layout and that annoying dangdut-like ad plays ,1
669,My whole body's gonna give out once I'm done with anipro istg,1
670,"The gall to post this when you've aired a show about genocide, war and the trauma children go through bc of it.. ",1
671,"For support in talking with your kids about difficult current events, please see resources at 
https://nickelodeonparents.com/talking-to-kids-about-difficult-current-events/…",1
672,"watching this CHILD sob about her family dying and saying that she wishes to die too because of that breaks me. 

how can you be on the internet, see these videos and still decide to be ignorant??? disgusting. absolutely disgusting.",1
673,"do you see this image? this image of israel using phosphorus on palestinians? this image is from 2013. OVER 10 YEARS AGO.

this NEVER started on october 7th.",1
674,When is a chemical weapon not a chemical weapon? When it is used by #Israel on #Palestinians  #phosphorous #Gaza,1
675,"read this, then again, and again and again and again and again until it's engraved in your skull.

they're leaving these at schools.

for CHILDREN to take.

they're PURPOSEFULLY TARGETTING CHILDREN. CHILDREN.",1
676,"Local sources: Israeli forces left detonators, that resemble food cans, at schools in Khan Yunis. Displaced children thought they were food, as soon as they open these cans, they exploded and killed them instantly.

Everyday a new Israeli atrocity.",1
677,"With few ambulances left Gaza is using horses to get people to the hospital 

Israel is now targeting these horses https://x.com/stairwayto3dom/stairwayto3dom/status/1749374558174327156…",1
678,"What's ironic is of all the amount of videos and tweets from Gazans, I have never once seen any of them wishing horrific things upon their aggressors, the government who killed their loved ones but the videos I've seen of Zionists almost all of them wish death upon Gazans-",1
679,"as a pаlestinian that grew up there, never once have I been taught to hate jewish people. what initiated my criticisms towards ziоnism (not jewish people) was witnessing first hand the horrors and the dehumanization we go through on a daily basis.  x.com/N12News/status…",1
680,And the people who wish for their freedom.,1
681,"When I saw that Gojo Seal Happy Meal, I thought of Noury.

For those who don't know, Noury is a Palestinian artist who loved JJK, especially being a Gojo fan. The IDF took her eye. Her torturer's cook uses her interests for power.

EVERY Palestinian has a LIFE. Never forget that. https://x.com/Neylsi_/status/Neylsi_/status/1749431982860185938…",1
682,"Hello everyone, it’s Khalil from Gaza.
I am still alive, Alhamdullah, after more than 108 days of genocide, killing, displacement, intimidation, and continuous bombing for the fifteenth week. I would like to describe what happened and continues to happen,",1
683,"komentar warga +62 aku spill di thread 

pagi2 udah ngakak brutal gegara bikin thread inii ",1
684,Read it again.,1
685,An infant was successfully rescued from his late mother's womb after she was killed in her house during Israeli airstrikes in Gaza last night.,1
686,"Make baju ini tuh kyk pake sensible woman repellent 

(I say ""sensible"" bc there're still women out there who agree with this and bring down other women)",1
687,"berjualan tpi merendahkan perempuan ga pantes bgt buat jadi sukses ANJINGGGGG, apa gak sakit hati bgt ibunya ngeliat anaknya ngerendahin perempuan? NAJIS MUKA LU JUGA DEKIL ITEM PAS DIBUKA JUGA ANCURRR",1
688,Don’t let anyone gaslight you that this started on October 7th.,1
689,"Remember these photos from 23 years ago?

Zionists just murdered his other son.

#GazaHolocaust",1
690,"“I miss myself.” 

Three words yet so profoundly painful and heartbreaking",1
691,What do journalists in Gaza miss the most?,1
692,ARG!!!! THE FURRY LADY WAS KIND TO ME AND HAD A NICE CONVERSATION!!!! THIS MAKES ME SO MAD ,1
693,"These furry people make me sick, get them some help holy shit",1
694,"A random small cat climbed up my lap, slept TWICE and refused to get off of me I AM BLESSED TODAY ",1
695,"We can tell from here ya,

01. crediting art, reposting from source
03. buying art from commission (recent genshin art)
02. pake AI",1
696,"ternyata semalem di DM Pak @aniesbaswedan  maaf pak dan admin yg handle, saya jarang buka DM pak.. karna gaada yg ngedm saya ",1
697,"Me + Last song I listened to

Beige girlie",1
698,"me + last song I listened to

kenapa posenya kayak twink  x.com/GR337D347H/sta…",1
699,Semaleman gw mimpi adu bacot sm org yg ngekos di belakang kamar gw GARA2 DIA NGETOK MULU ANJIR gw pukul balik dinding gw biar diem GW PENGEN BOBO,1
700,They're dying from heart attacks too. THE CHILDREN.,1
701,"According to reports, children in Gaza are dying from cardiac arrest because they haven't slept in 2 or 3 months & the constant bombardment by IOF has caused their bodies to continously release adrenaline which is damaging their hearts. 

What a horrific world we are living in ",1
702,semua yg korupsi diiket di kursi terus disetelin video ahok marah marah 10 jam non stop,1
703,"Jika Ganjar jadi presiden, Ahok berpeluang jadi ketua KPK. ",1
704,"Bisan says: ""share this! Share this it might be my last video!"" 

SO SHARE IT!!",1
705,"Happening now!!
Share!! Talk about it!",1
706,no one is having as much fun as him,1
707,it’s not awards season without ke huy quan’s selfies,1
708,semua yg korupsi diiket di kursi terus disetelin video ahok marah marah 10 jam non stop,1
709,"Jika Ganjar jadi presiden, Ahok berpeluang jadi ketua KPK. ",1
710,"Bisan says: ""share this! Share this it might be my last video!"" 

SO SHARE IT!!",1
711,"Happening now!!
Share!! Talk about it!",1
712,no one is having as much fun as him,1
713,it’s not awards season without ke huy quan’s selfies,1
714,Untung Wish flop anjer ,1
715,i do not care about the disrespect to ariana debose because she’s a disgusting zionist,1
716,"Did retopology for 2 hours straight with 
@dheefive
 dan badan jomponya mulai terasa (kaki keram, pundak sakit) ",1
717,HELP UAS GW KARIKATUR AVRIL LAVIGNE DAN BACKGROUND DARI REFERENSI GW KYK GARIS2 HIGHLIGHT GITU TP SAMA TEMEN GW MALAH DIKIRA BENDERA INGGRIS NAAAUUURRRR I TURNED AVRIL LAVIGNE BRI'ISH ,1
718,"Idk. I feel.. abnormal when I see her happy around the very person who causes her breakdowns and get anxiety attacks. Everytime I come home, I feel like I constantly enter and leave 2 seperate worlds. One where I have to witness the sorrow and one in which everything is normal.",1
719, x.com/cfcrankizz/sta…,1
720,Gw ketika deadline sudah mepet,1
721,"“I’m going to take a nap for half an hour”

Me 6 hours later:",1
722,Going to the most dangerous place on earth to help people cut to pieces by the IDF. Now those are heroes https://x.com/TheNotoriousBB/TheNotoriousBBS/status/1746597253173637168…,1
723,They killed all his siblings. While they were seeking refuge. In a tent. Do. Not. Stop. Keep fighting for this to end. Please.,1
724,"""They've all been killed, oh God, oh God, all my siblings have been killed, I can't handle it""

A boy is grieving over the loss of his siblings who were all killed in an Israeli airstrike on their displaced family's tent in Khan-Younis",1
725,"Soul color + your name + core on pinterest

SOFT PINK ",1
726,"soul color + your name + core on pinterest

i like it when we act like we are on tumblr again   x.com/aceforspinalta…",1
727,‘what’s happening in West Papua?’ — resources + info + how you can help: a thread,1
728,What in henry the 8th is this,1
729,Not the flex she thinks it is. The post is soggy of internalized misogyny.,1
730,Do not let the world demonize Palestinian men.,1
731,Palestinians celebrate the birthday of an injured girl in a hospital in Gaza.,1
732,I ABSOLUTELY ADORE THIS,1
733,My version of Gwen Stacy/Ghost-Spider variant and explorations of her (1/2),1
734,"The way I’m able to tell if something is AI or not is *usually* by asking myself, “Why would a human being make the conscious decision to include this?” For example, hair growing out of the earring. That weird flesh lump beneath the hands. The dress morphing into the hair. These https://x.com/witch_duduo/st/witch_duduo/status/1743963124292878789…",1
735,she really the blue print,1
736,Nangisin capres  (2)  x.com/ARSIPAJA/statu…,1
737,A CHILD!! A SMALL CHILD CALLED ME PRETTY!!! I WAS SO HAPPY I OVERREACTED AND WANTED TO HUG THE KID BUT SHE WAS STARTLED SO I HUGGED MY FRIEND INSTEAD BC LIKE??? A SMALL!!!! GIRL!!!! CALLED ME!!! PRETTY!!!!,1
738,It’s mind blowing how the Palestinian genocide is the most documented but also the most denied https://x.com/stairwayto3dom/stairwayto3dom/status/1743683609293115772…,1
739,"Ini emg semuanya bisa nyaleg kah? Dari 1 keluarga nyaleg, seleb, ibu2 nyaleg yg prestasinya cmn kuliahin anak di ui.. I am genuinely scared for my country  Mana mau gw golput jir I can't help but feel like they're all power hungry and would def corrupt if given the chance ",1
740,HE'S SO UGLY (in a good way) I REMEMBER ITTO'S GRANNY WANTED TO UH DO THE NASTIES WITH THIS GUY ON TIKTOK ,1
741,Y’all ….. what is his problem,1
742,"Gw waktu itu pernah g sengaja ngomong ke temen cowo gw ""iya sayang"" TERUS DIA KAYAK """" RLLY HARD WKWKWKWKWKW SORRY BGT GW KEBIASAAN NGOMONG KE TEMEN GW KYK NGOMONG KE PACAR  efek jomblo kelamaan ",1
743,Not just numbers.,1
744,"First 4 pics on ur pinterest!

Retopologynya ganggu bgt   https://x.com/yuridalamklose/yuridalamkloset/status/1743565577053221251…",1
745,y’all booing her but they brought romcoms BACK! every single one was flopping and the second tatbilb came out everyone was scrambling to make one as good as it,1
746,remains the best romcom of our generation btw,1
747,THE GOONER PRESIDENT CANDIDATE EMBRACING HIS ONLINE GOONER PERSONA  INDONESIAN PRESIDENTIAL ELECTION IS SO UNSERIOUS I LOVE IT,1
748,SiAAAAPP  x.com/dayxixi/status…,1
749,indahnya,1
750,"Boohoo writing a bunch of words is so hard 
Ini org kalau disuruh belajar gambar udh kejang2 kali ya ",1
751,#TolakGambarAI ? lu pikir buat prompt itu gampang dan seenak jidat? mikir??? jgn hanya tau berkoar2 doang,1
752,THE GOONER PRESIDENT CANDIDATE EMBRACING HIS ONLINE GOONER PERSONA  INDONESIAN PRESIDENTIAL ELECTION IS SO UNSERIOUS I LOVE IT,1
753,SiAAAAPP  x.com/dayxixi/status…,1
754,indahnya,1
755,"Boohoo writing a bunch of words is so hard 
Ini org kalau disuruh belajar gambar udh kejang2 kali ya ",1
756,#TolakGambarAI ? lu pikir buat prompt itu gampang dan seenak jidat? mikir??? jgn hanya tau berkoar2 doang,1
757,damn knowing I'll be driving manual ,1
758,"6 bulan pake mobil manual di jkt, dan walaupun personally gw ngga merasa separah apa yg org lain kira, gw ngerti kenapa org pada mikir nyetir manual di  jkt itu torture

Intinya lebih ke org jakarta yg pake mobil matic nyetirnya pas macet itu goblok, tapi jawaban panjangnya…",1
759,my dad is a very patient guy then..,1
760,we love tas asus (not the gaming series one)  spacious with a lowkey design,1
761,SO PRETTY,1
762,"Kemarin ayangnya Sainz, kalau ini ayangnya Pierre Gasly~

#AusGP #F1",1
763,try figma guys ,1
764,fyi.... gweh buat sendiri tuh lockscreen  x.com/Sourisciel/sta…,1
765,i spent my precious 10 mins di tomang doang ,1
766,albon had to cancel the cooking session? dang,1
767," Willams Tak Bawa Sasis Cadangan

Usai alami insiden di sesi FP1, Alex Albon harus menepi dan tidak ikut sesi FP2 GP Australia karena mobilnya rusak parah: komponen, sasis, mesin, dan girboks.

Kondisi diperburuk dengan Williams yang ternyata tidak membawa sasis cadangan. Saat…",1
768,wtb perplexity #zonauang #zonaba,1
769,huh,1
770,"Otorita IKN memberikan waktu tujuh hari buat warga adat Pamaluan, Penajam Paser Utara pindah dari kawasan IKN.

Warga adat Pemaluan ini sudah lama tinggal menetap di kawasan IKN sebelum rencana pemindahan ibu kota.

Baca selengkapnya: ",1
771,wtb perplexity ai #zonauang #zonaba,1
772,damn....,1
